0.0036647848	-0.06744873	-0.02426619	-0.06658736	0.010951789	0.07795951	-0.06396157	-0.112692565	-0.07389272	-0.09763715	0.077715024	0.04951519	0.039133206	-0.07513687	0.08381727	0.039614122
-0.1002326	-0.063824676	0.016257985	-0.0519001	-0.117352374	0.121091746	0.019670282	0.01654717	-0.033574715	0.011511291	0.024486741	-0.017848868	0.056402292	-0.015437286	0.038864627	0.027323473
-0.00880371	-0.016837332	0.04817193	-0.039902553	-0.11613613	-0.019539868	0.0066955374	-0.04003784	-0.036233388	0.021192273	-0.032053694	-0.063097455	-0.05961558	-0.045120124	-0.055578973	-0.006623925
-0.018202659	-0.015771968	-0.011517021	-0.0522562	-0.038112503	0.1014444	-0.07613585	-0.03312554	-0.0783002	0.02896169	0.03831552	0.061139833	-0.004191867	-0.05947206	0.10042994	0.019160748
-0.05498858	-0.1107062	0.028697765	-0.14776154	-0.046146587	0.15674824	-0.11070664	-0.09500558	-0.12974368	-0.03875707	0.08101249	0.082687706	0.12013596	-0.11870448	0.14175075	0.10067899
-0.14793763	0.05832086	0.15190543	0.027092677	-0.12651253	0.05002537	0.058908034	0.041927073	0.048963215	0.06452832	-0.088326246	0.02066211	-0.067602225	0.0056379233	-0.053337704	0.013297218
-0.05755863	0.020303808	0.13341548	-0.034332804	-0.10583076	0.053256303	-0.016214138	0.002782183	0.0333493	0.07760299	0.040617038	-0.061167713	-0.018974407	-0.020210732	0.010242133	-0.070767
-0.08149462	-0.08573812	0.03023019	-0.077547014	-0.081191264	0.1646294	-0.021161312	0.031534992	-0.07783453	-0.049076594	0.058680918	0.011014089	0.07353236	-0.047640752	0.061518967	0.021189012
-0.08003403	-0.032951392	-0.022239914	-0.14108314	-0.026706686	0.12661077	-0.07073756	-0.04420474	-0.045139235	-0.027650297	-0.0068892185	0.048113864	0.101325095	-0.100537054	0.08961221	0.092745416
-0.06829676	0.059860826	0.118686564	0.03371898	-0.06603377	0.05428934	0.026383571	-0.00042105324	0.020044228	0.032960437	-0.033622656	-0.030657798	-0.05870403	-0.030891132	0.0023845064	-0.060173936
-0.19306523	0.015276017	0.06656998	-0.09136052	-0.08055461	0.14165582	-0.03628244	-0.006914492	-0.03327254	0.04429474	0.023922026	0.0274355	0.039532237	0.016987866	-0.01481163	0.028062187
0.117618166	0.0219956	-0.08041392	-0.085011676	-0.028268954	-0.09130957	-0.028376166	-0.06983064	-0.048798274	-0.023867637	0.036336564	0.0308223	0.010180875	-0.03242278	0.05518758	0.08007018
-0.02349192	-5.4734694e-05	0.04911479	0.014506967	-0.08246005	-0.05083334	0.10552413	-0.03480414	0.018761896	0.056125514	-0.018575212	-0.0022832747	-0.012846757	0.019493219	0.000743006	-0.04761295
0.009850194	0.014460659	0.10330622	-0.025888393	-0.074702494	0.026365051	0.0467148	-0.050502747	0.029810505	0.066786505	-0.034011047	-0.08592102	-0.06866546	-0.02729512	-0.010664751	0.029711893
0.10528145	-0.13145295	-0.046154164	-0.12496907	0.05282402	-0.047035612	-0.01576316	-0.15616156	-0.1394727	-0.027167296	0.12815627	0.1082619	0.10434124	-0.1276435	0.13751751	0.16513029
-0.041508563	0.053991783	0.0422773	-0.022701705	-0.10216357	0.036416665	0.061348464	-0.018120002	-0.005651721	0.040532574	0.0008070661	-0.048193395	0.007944427	0.024827538	-0.04450582	-0.0615505
-0.10497402	0.042754248	0.086084574	-0.046967205	-0.123449065	0.09961351	0.04219112	0.009676149	-0.0576656	0.017990887	-0.009823405	0.003733387	-0.065759934	-0.035085157	-0.035927553	-0.0015190897
0.065587185	0.0528781	0.011860855	0.016976614	-0.020266766	-0.27825376	0.07047089	-0.014247098	0.06052446	0.08586478	-0.020595739	-0.018571893	-0.06414074	0.008700873	-0.09238864	0.017675316
-0.08481953	-0.0011341671	0.06475616	0.03683563	-0.07794449	0.025621997	0.0061293603	-0.037035316	-0.038389113	0.075912684	-0.012922555	-0.033364795	0.0054560495	0.053362016	-0.012498916	-0.026594134
-0.050911017	-0.058874693	0.08741134	-0.08653463	-0.07902697	-0.012842415	-0.051119454	-0.035669155	-0.08137399	0.014246399	-0.06091345	0.0816184	0.008511179	-0.021855872	0.0031567942	0.0021633513
0.03888697	0.023748832	0.060465775	-0.0030555022	-0.101414524	-0.004540704	0.08032652	-0.050869428	0.052920643	0.059437472	0.051741507	-0.08322697	-0.08598732	-0.023169773	-0.08404138	-0.0053282287
0.010453171	-0.063918546	-0.031106997	-0.032713786	-0.030549282	0.10829757	-0.08302396	-0.047563523	-0.010670961	-0.027812954	-0.0152801005	0.075994544	0.01671357	-0.03079009	0.05169088	0.04875625
-0.06784189	0.065207236	0.085108325	-0.029863633	-0.08521064	0.02574936	0.08939502	-0.007948006	0.0057671955	0.036180362	-0.004332076	-0.09020824	-0.08179122	0.070146136	-0.038192056	-0.0017233015
0.0408327	-0.09266199	-0.026356146	-0.08891523	0.012291089	0.15171582	-0.06236412	-0.09071964	-0.09543664	-0.0914156	0.068824925	0.06708823	0.09764617	-0.16257028	0.06841017	0.118327744
-0.16614844	0.04208009	0.09515087	0.04620358	-0.12982795	0.035452902	0.04529704	0.02786314	0.06953467	0.07181837	-0.020898012	-0.03564771	-0.093777165	0.054183565	-0.0627154	-0.08141661
-0.036628198	0.0013910936	0.0749143	-0.016645039	-0.08828109	-0.15684888	0.015683034	-0.04930492	0.038638547	0.109593004	0.012644857	-0.08388457	-0.032989256	0.053825773	-0.031635806	-0.022998022
0.10403043	0.06427992	0.0017763575	0.040861756	0.012729146	-0.11829701	0.06318938	-0.020622315	-0.0071458975	0.03956594	0.067175284	0.002975894	-0.06424363	-0.039839417	-0.014428464	0.08724247
-0.07429299	-0.012063663	0.027787432	-0.04746867	-0.08648787	0.10687482	-0.049072698	0.051523753	-0.054805838	0.0175503	0.005590839	0.00029115874	0.04275338	-0.039925836	0.061223004	-0.04902351
-0.14864576	0.052744564	0.19915365	0.08791857	-0.15737192	-0.01150781	0.122206606	0.094645664	0.13637003	0.07247579	-0.1403871	-0.15159072	-0.10697845	0.04539628	-0.056401152	-0.10146393
-0.14030905	-0.08816352	0.0067814854	-0.06439941	-0.060122937	0.11422613	-0.105524436	0.046641722	-0.048599824	-0.063321315	-0.032286618	0.117149785	0.08753769	0.044661764	0.0400306	0.026944632
0.055270385	0.026663031	0.050723806	0.04912075	-0.13088232	-0.11196912	0.016617732	-0.030248415	0.07565052	0.03531841	0.05659276	-0.021869676	-0.11647358	0.031097624	-0.011882778	-0.023287702
0.03320988	-0.059093874	-0.059113443	-0.14932099	0.03519078	0.120587185	-0.06788209	-0.10256226	-0.11070793	-0.07071894	0.022889959	0.09567848	0.0847368	-0.11100638	0.053463887	0.08774601
-0.16346723	0.23113339	0.20579158	0.24373348	-0.3240931	-0.27425653	0.21404111	0.19837531	0.22211279	0.29365203	-0.17742018	-0.23550594	-0.27817023	0.22896025	-0.21225587	-0.19028549
-0.15450238	-0.07097892	0.054210227	-0.046111923	-0.10161477	0.21522051	-0.076032616	0.0015920232	0.034988154	-0.02762735	0.056283757	0.021963561	0.047344513	-0.058276884	-0.0065124263	0.049657155
